 0 150 200
 0 178.232123669752 191.266780745484
 0 196.601954298361 168.117887723834
 0 198.69238154391 138.639895265346
 0 183.773159027558 113.130314222938
 0 157.056000402993 100.500375169978
 0 127.873977835257 105.162079183293
 0 106.421211379321 125.486958932965
 0 100.191769558208 154.374949171972
 0 111.361775622201 181.734643797132
 0 136.029225090054 198.008514332518
 30 150 200
 30 178.232123669752 191.266780745484
 30 196.601954298361 168.117887723834
 30 198.69238154391 138.639895265346
 30 183.773159027558 113.130314222938
 30 157.056000402993 100.500375169978
 30 127.873977835257 105.162079183293
 30 106.421211379321 125.486958932965
 30 100.191769558208 154.374949171972
 30 111.361775622201 181.734643797132
 30 136.029225090054 198.008514332518
 60 150 200
 60 178.232123669752 191.266780745484
 60 196.601954298361 168.117887723834
 60 198.69238154391 138.639895265346
 60 183.773159027558 113.130314222938
 60 157.056000402993 100.500375169978
 60 127.873977835257 105.162079183293
 60 106.421211379321 125.486958932965
 60 100.191769558208 154.374949171972
 60 111.361775622201 181.734643797132
 60 136.029225090054 198.008514332518
 90 150 200
 90 178.232123669752 191.266780745484
 90 196.601954298361 168.117887723834
 90 198.69238154391 138.639895265346
 90 183.773159027558 113.130314222938
 90 157.056000402993 100.500375169978
 90 127.873977835257 105.162079183293
 90 106.421211379321 125.486958932965
 90 100.191769558208 154.374949171972
 90 111.361775622201 181.734643797132
 90 136.029225090054 198.008514332518
 120 150 200
 120 178.232123669752 191.266780745484
 120 196.601954298361 168.117887723834
 120 198.69238154391 138.639895265346
 120 183.773159027558 113.130314222938
 120 157.056000402993 100.500375169978
 120 127.873977835257 105.162079183293
 120 106.421211379321 125.486958932965
 120 100.191769558208 154.374949171972
 120 111.361775622201 181.734643797132
 120 136.029225090054 198.008514332518
 150 150 200
 150 178.232123669752 191.266780745484
 150 196.601954298361 168.117887723834
 150 198.69238154391 138.639895265346
 150 183.773159027558 113.130314222938
 150 157.056000402993 100.500375169978
 150 127.873977835257 105.162079183293
 150 106.421211379321 125.486958932965
 150 100.191769558208 154.374949171972
 150 111.361775622201 181.734643797132
 150 136.029225090054 198.008514332518
 180 150 200
 180 178.232123669752 191.266780745484
 180 196.601954298361 168.117887723834
 180 198.69238154391 138.639895265346
 180 183.773159027558 113.130314222938
 180 157.056000402993 100.500375169978
 180 127.873977835257 105.162079183293
 180 106.421211379321 125.486958932965
 180 100.191769558208 154.374949171972
 180 111.361775622201 181.734643797132
 180 136.029225090054 198.008514332518
 210 150 200
 210 178.232123669752 191.266780745484
 210 196.601954298361 168.117887723834
 210 198.69238154391 138.639895265346
 210 183.773159027558 113.130314222938
 210 157.056000402993 100.500375169978
 210 127.873977835257 105.162079183293
 210 106.421211379321 125.486958932965
 210 100.191769558208 154.374949171972
 210 111.361775622201 181.734643797132
 210 136.029225090054 198.008514332518
 240 150 200
 240 178.232123669752 191.266780745484
 240 196.601954298361 168.117887723834
 240 198.69238154391 138.639895265346
 240 183.773159027558 113.130314222938
 240 157.056000402993 100.500375169978
 240 127.873977835257 105.162079183293
 240 106.421211379321 125.486958932965
 240 100.191769558208 154.374949171972
 240 111.361775622201 181.734643797132
 240 136.029225090054 198.008514332518
 270 150 200
 270 178.232123669752 191.266780745484
 270 196.601954298361 168.117887723834
 270 198.69238154391 138.639895265346
 270 183.773159027558 113.130314222938
 270 157.056000402993 100.500375169978
 270 127.873977835257 105.162079183293
 270 106.421211379321 125.486958932965
 270 100.191769558208 154.374949171972
 270 111.361775622201 181.734643797132
 270 136.029225090054 198.008514332518
